doi,lat,lng,HWSD_soil,slate_weather,topsoil_texture,landcover,growing_degree_days,soil_depth,old_elevation,new_elevation,africa_sis_sca,africa_sis_twi,slope,precipitation,aridity_index,country,aspect,worldkgeiger,fao_lgp,cereals_suitability_low_input,cereals_suitability_hight_input,namibia_slope (%),namibia_slope_reclassofied,namibia_plane_curvature,namibia_profile_curvature,namibia_dem,namibia_curvature
nsi12,-17.97332971,19.55016491,18606,155199,13,43,6130,40,1110,1109,92,14,0,553,2932,516,281,6,5,6,5,0.959628284,1,0,0,1110,0
nsi13,-17.96672425,19.55967694,18606,155199,13,43,6130,40,1111,1111,65,14,0,555,2941,516,342,6,5,6,5,0.606922209,1,0.023301415,-0.011650708,1111,0.034952123
nsi21,-17.94571987,19.30859523,18606,155198,13,94,6229,40,1132,1131,556,16,0,545,2892,516,337,6,6,5,4,0.429158807,1,-0.023301415,0.011650708,1131,-0.034952123
nsi22,-17.96149576,19.27579148,18606,155198,13,43,6229,40,1138,1139,65535,22,0,543,2879,516,315,6,6,5,4,0.429158807,1,0,0.011650708,1138,-0.011650708
nsi23,-17.93283681,19.27788313,18606,155198,13,43,6229,40,1124,1130,1669,18,0,540,2862,516,11,6,6,5,4,0.542847753,1,0,-0.011650708,1130,0.011650708
OKA11,-17.72583345,13.67305994,18672,155187,11,41,4584,14,1281,1280,92,13,1,329,2060,516,9,4,5,6,5,2.238218546,2,-0.008224029,0.003426679,1279,-0.011650708
OKA12,-17.73808671,13.64720437,18669,155187,5,41,4584,14,1317,1360,261,12,3,329,2122,516,334,4,5,5,5,21.75627899,5,-0.110095277,0.076316044,1357,-0.186411321
OKA13,-17.71589672,13.67064143,18672,155187,11,41,4584,14,1254,1261,461,14,0,325,2029,516,337,4,5,6,5,3.094708204,2,0.00562448,-0.006026228,1259,0.011650708
oka21,-17.61907627,13.67659966,18672,155187,11,41,4584,14,1051,1054,65,12,0,294,1832,516,15,4,5,6,5,4.549893379,2,0,0,1055,0
oka22,-17.5564934,13.68269379,18672,155187,11,41,4584,14,990,1057,65,10,0,286,1779,516,216,4,5,5,5,29.48542786,5,0.300231725,0.05556687,1067,0.244664863
oka23,-17.57544539,13.67962312,18672,155187,11,41,4584,14,1007,1008,93,13,0,288,1774,516,45,4,5,5,5,1.727330923,1,0.004481041,0.016131749,1008,-0.011650708
okal11,-18.49119087,16.41364361,18614,155912,13,51,6440,40,1099,1099,65,14,0,455,2334,516,225,6,4,6,6,1.343479633,1,-0.002912677,-0.002912677,1098,0
okal12,-18.49594198,16.41162403,18614,155912,13,51,6440,40,1095,1093,92,14,0,455,2334,516,180,6,4,6,6,0.814271629,1,0,0.011650708,1093,-0.011650708
okal13,-18.49441018,16.41411695,18614,155912,13,51,6440,40,1095,1095,1634,17,0,455,2334,516,207,6,4,6,6,0.858317614,1,-0.023301415,0.011650708,1095,-0.034952123
okal21,-18.481986,16.36201903,18614,155912,13,51,6440,40,1089,1092,4607,36,0,449,2303,516,0,6,4,6,6,0,1,0,0,1092,0
okal22,-18.48551097,16.39315715,18614,155912,13,94,6440,40,1084,1092,392,36,0,451,2314,516,0,6,4,6,6,0,1,0,0,1092,0
okal23,-18.47902573,16.36545212,18614,155912,13,51,6440,40,1089,1092,276,36,0,449,2303,516,0,6,4,6,6,0,1,0,0,1092,0
okam11,-17.96839779,14.71768351,18625,155189,12,51,5586,40,1118,1118,93,15,0,403,2183,516,117,6,5,6,5,0.606922209,1,-0.011650708,0.011650708,1118,-0.023301415
OKAM12,-17.98048454,14.71032965,18625,155189,12,51,5586,40,1119,1121,92,14,0,401,2175,516,101,6,5,6,5,0.791329741,1,0.014563384,-0.008738031,1120,0.023301415
OKAM13,-18.00310118,14.66522597,18608,155909,13,51,5469,40,1120,1122,464,15,0,393,2140,516,239,6,5,6,5,0.271423876,1,0,0.011650708,1122,-0.011650708
OKAM21,-17.97795037,14.32301519,18681,155188,13,51,5152,40,1194,1194,3595,19,0,363,2056,516,90,6,5,6,5,0.271423876,1,0,0.011650708,1194,-0.011650708
okam22,-18.01106301,14.33778054,18681,155908,13,51,4888,40,1194,1194,278,16,0,363,2053,516,45,6,5,6,5,0.429158807,1,0,0.011650708,1194,-0.011650708
OKAM23,-17.96339961,14.30097763,18681,155188,13,51,5152,40,1198,1199,92,15,0,362,2055,516,225,6,5,6,5,0.575776994,1,0.014563384,-0.008738031,1199,0.023301415
okan11,-18.83443763,14.08865293,18642,156628,11,41,4709,14,1411,1409,65535,20,2,309,1880,516,58,4,4,6,7,2.560607672,2,-0.023301415,0,1409,-0.023301415
okan12,-18.82271511,14.166945,18609,156628,11,41,4709,14,1356,1364,92,12,1,312,1870,516,48,4,4,6,6,3.502314568,2,-0.021596434,0.013355689,1364,-0.034952123
okan13,-18.78497307,14.11017541,18609,156628,11,41,4709,14,1443,1442,1020,15,0,319,1936,516,90,4,4,6,6,2.853179932,2,0,0.023301415,1443,-0.023301415
okan21,-18.73090803,14.04100167,18642,156628,11,41,4709,14,1463,1453,65,14,1,317,1945,516,194,4,4,6,6,2.067102671,2,-0.003584833,0.008065875,1454,-0.011650708
okan22,-18.68607946,13.99875324,18609,156627,11,41,4135,14,1489,1489,185,12,0,321,1985,516,72,4,4,6,6,7.34601593,3,0.018228775,0.041530192,1480,-0.023301415
okan23,-18.75052213,14.07787252,18642,156628,11,41,4709,14,1433,1433,65,13,0,316,1924,516,45,4,4,6,6,1.535405278,1,-0.011650708,0.011650708,1433,-0.023301415
olmp11,-18.41893782,14.94662554,18608,155909,13,51,5469,40,1118,1118,92,36,0,381,2046,516,270,6,4,6,6,0.271423876,1,0,0.011650708,1118,-0.011650708
olmp12,-18.41239149,14.93870061,18608,155909,13,51,5469,40,1118,1119,5437,19,0,381,2046,516,270,6,4,6,6,0.271423876,1,0.023301415,-0.011650708,1119,0.034952123
OLMP13,-18.38363749,14.97153487,18608,155909,13,41,5469,40,1115,1117,92,15,0,385,2065,516,0,6,4,6,6,0.19192566,1,0,0,1117,0
olmp21,-18.41788246,14.65845521,18608,155909,13,51,5469,40,1144,1146,92,13,0,359,1976,516,146,6,4,6,6,1.033551335,1,-0.006990425,0.004660283,1145,-0.011650708
olmp22,-18.42547746,14.66211771,18608,155909,13,51,5469,40,1146,1146,1106,17,0,359,1975,516,63,6,4,6,6,0.606922209,1,-0.011650708,0.011650708,1146,-0.023301415
olmp23,-18.45969526,14.67639295,18608,155909,13,51,5469,40,1148,1148,523,16,0,359,1976,516,225,6,4,6,6,0.858317614,1,0.009320566,-0.002330142,1149,0.011650708
olwi11,-18.32697248,15.61448666,18626,155911,13,51,6277,40,1095,1095,1577,16,0,420,2185,516,135,6,4,6,6,0.606922209,1,0,0.023301415,1095,-0.023301415
olwi12,-18.30372153,15.64965039,18626,155911,13,8,6277,40,1096,1098,65,15,0,423,2196,516,315,6,4,6,6,0.791329741,1,0.008738031,-0.014563384,1098,0.023301415
olwi13,-18.31494026,15.56688318,18626,155911,13,51,6277,40,1095,1096,553,16,0,419,2180,516,342,6,4,6,6,0.19192566,1,0,0,1095,0
olwi21,-18.2618542,15.58778009,18626,155911,13,51,6277,40,1099,1098,784,16,0,425,2207,516,162,6,4,6,6,1.28747642,1,0.006990425,0.018641133,1098,-0.011650708
olwi22,-18.29890952,15.64902426,18626,155911,13,8,6277,40,1095,1097,65,36,0,425,2207,516,252,6,4,6,6,1.213844419,1,-0.009320566,0.002330142,1097,-0.011650708
olwi23,-18.28676875,15.57448793,18626,155911,13,51,6277,40,1095,1095,131,14,0,423,2198,516,31,6,4,6,6,0.429158807,1,0,-0.011650708,1096,0.011650708
ombo11,-18.49054184,16.36209821,18614,155912,13,51,6440,40,1087,1092,19443,36,0,449,2303,516,0,6,4,6,6,0,1,0,0,1092,0
ombo12,-18.49836489,16.37050213,18614,155912,13,8,6440,40,1088,1092,523,36,0,449,2303,516,0,6,4,6,6,0,1,0,0,1092,0
ombo13,-18.49614211,16.36173089,18614,155912,13,51,6440,40,1089,1092,1307,36,0,449,2303,516,0,6,4,6,6,0,1,0,0,1092,0
ombo21,-18.4404019,16.51395582,18626,155913,13,8,6448,40,1093,1094,93,15,0,462,2368,516,342,6,4,6,6,0.429158807,1,0.023301415,-0.011650708,1095,0.034952123
ombo22,-18.44077256,16.5152592,18626,155913,13,8,6448,40,1093,1095,93,15,0,462,2368,516,180,6,4,6,6,0.429158807,1,-0.023301415,0.011650708,1094,-0.034952123
ombo23,-18.44663825,16.51667782,18626,155913,13,8,6448,40,1088,1092,65,15,0,461,2366,516,90,6,4,6,6,0.429158807,1,0.023301415,-0.011650708,1093,0.034952123
omi11,-19.18667611,14.05754932,18609,157348,11,51,4772,14,871,891,92,11,0,210,1247,516,168,4,4,6,6,3.84330821,2,0.124572948,0.008065875,887,0.116507076
omi12,-19.15485171,14.0631605,18642,157348,11,51,4772,14,895,886,185,13,1,215,1281,516,260,4,4,6,7,3.285238028,2,-0.01398085,0.020971274,886,-0.034952123
omi13,-19.16100319,14.03341125,18642,157348,11,51,4772,14,877,876,93,13,0,210,1258,516,278,4,4,6,7,1.119109273,1,0,0.011650708,876,-0.011650708
omi21,-19.238824,14.21476054,18609,157348,11,51,4772,14,990,997,92,11,1,253,1492,516,113,4,4,6,6,18.73611259,5,0.141672611,0.01351482,1011,0.12815778
omi22,-19.28642351,14.20915828,18609,157348,11,51,4772,14,959,956,92,13,2,246,1452,516,328,4,4,6,7,1.582659483,1,-0.009320566,-0.009320566,955,0
omi23,-19.30143822,14.19297488,18609,157348,11,51,4772,14,985,938,184,15,1,247,1458,516,294,4,4,6,7,1.119109273,1,-0.023301415,0.04660283,938,-0.069904245
omus11,-18.43782165,14.82664713,18608,155909,13,51,5469,40,1120,1122,93,36,0,371,2006,516,0,6,4,6,6,0,1,0,0,1122,0
omus12,-18.43240521,14.85008332,18608,155909,13,51,5469,40,1122,1122,1669,36,0,372,2011,516,0,6,4,6,6,0,1,0,0,1122,0
omus13,-18.42968244,14.83320951,18608,155909,13,51,5469,40,1120,1122,2026,18,0,371,2011,516,18,6,4,6,6,0.429158807,1,0,0.011650708,1122,-0.011650708
omus21,-18.53940273,14.97711715,18614,156629,13,51,5345,40,1123,1123,93,15,0,373,2003,516,135,6,4,6,6,0.767702639,1,-0.005825354,0.017476061,1123,-0.023301415
omus22,-18.49975446,14.95392098,18614,155909,13,51,5469,40,1122,1124,92,14,0,375,2013,516,270,6,4,6,6,0.691997826,1,0,-0.011650708,1124,0.011650708
omus23,-18.50794458,14.9435888,18614,156629,13,51,5345,40,1123,1123,92,13,0,375,2012,516,0,6,4,6,6,0.606922209,1,0,0.011650708,1123,-0.011650708
onan12,-18.06087121,14.38125337,18608,155908,13,51,4888,40,1191,1191,65,15,0,364,2050,516,45,6,5,6,5,0.429158807,1,0,0.011650708,1191,-0.011650708
onan13,-18.0303288,14.43810452,18608,155908,13,51,4888,40,1168,1167,65,14,0,370,2069,516,72,6,5,6,5,0.691997826,1,0,-0.011650708,1168,0.011650708
onan22,-18.10905073,14.39018619,18681,155908,13,51,4888,40,1192,1191,92,14,0,362,2040,516,270,6,5,6,5,0.575776994,1,0.020388739,-0.002912677,1192,0.023301415
onan23,-18.09952371,14.42302542,18608,155908,13,51,4888,40,1191,1192,92,14,0,367,2068,516,216,6,5,6,5,1.119109273,1,0.023301415,0,1192,0.023301415
ondu11,-18.87007861,14.47308552,18673,156628,5,51,4709,40,1255,1293,92,11,1,327,1879,516,180,6,4,6,6,15.62986755,5,0.108493917,0.015288259,1291,0.093205661
ondu12,-18.91478369,14.50707944,18681,156629,13,51,5345,40,1243,1240,185,14,0,326,1856,516,135,6,4,6,6,0.767702639,1,-0.005825354,0.017476061,1240,-0.023301415
ondu13,-18.92357105,14.49582607,18681,156628,13,51,4709,40,1242,1241,184,15,0,324,1846,516,153,6,4,7,7,0.606922209,1,0.023301415,-0.011650708,1241,0.034952123
ondu21,-18.43727496,14.2568637,18673,155908,5,51,4888,40,1284,1290,185,12,0,339,1963,516,256,6,4,6,6,9.270227432,3,-0.025211368,0.03304217,1287,-0.058253538
ondu22,-18.43048351,14.23629611,18681,155908,13,51,4888,40,1252,1252,369,15,0,333,1933,516,45,6,4,6,6,1.151553988,1,0,0,1252,0
ondu23,-18.41937301,14.23113951,18681,155908,13,51,4888,40,1251,1250,369,15,0,333,1937,516,354,6,4,6,6,1.033551335,1,-0.011650708,0.023301415,1249,-0.034952123
OSHI11,-18.44422583,14.7602342,18608,155909,13,51,5469,40,1130,1131,65535,22,0,365,1992,516,153,6,4,6,6,0.606922209,1,-0.005825354,-0.005825354,1131,0
oshi12,-18.39601717,14.80977673,18608,155909,13,51,5469,40,1124,1125,93,15,0,373,2023,516,180,6,4,6,6,0.606922209,1,0,-0.011650708,1125,0.011650708
oshi13,-18.3913149,14.80259073,18608,155909,13,51,5469,40,1125,1127,65,15,0,374,2031,516,288,6,4,6,6,0.429158807,1,0,-0.011650708,1127,0.011650708
oshi21,-18.49002322,14.85379716,18608,155909,13,51,5469,40,1124,1125,185,15,0,368,1993,516,117,6,4,6,6,0.978632689,1,0.009320566,-0.002330142,1125,0.011650708
oshi22,-18.4912001,14.90154853,18614,155909,13,51,5469,40,1123,1124,92,15,0,373,2007,516,234,6,4,6,6,0.429158807,1,0,0.011650708,1123,-0.011650708
OSHI23,-18.50146645,14.8343408,18608,156629,13,51,5345,40,1125,1125,28473,21,0,365,1981,516,72,6,4,6,6,0.791329741,1,0,-0.011650708,1126,0.011650708
othje11,-18.4491536,13.90625959,18642,155907,11,41,4228,14,1594,1622,371,12,3,344,2156,516,269,4,4,6,6,19.96119118,5,0.023301415,0.12815778,1618,-0.104856372
OTHJE12,-18.4290191,13.86879679,18609,155907,11,41,4228,14,1661,1667,92,10,2,351,2249,516,171,4,4,6,6,21.0707798,5,0.113901317,0.090599902,1684,0.023301415
othje13,-18.40066156,13.8961446,18609,155907,11,41,4228,14,1536,1531,278,14,1,339,2121,516,42,4,4,6,6,2.610471249,2,-0.020971274,0.025631556,1528,-0.04660283
othje21,-18.51259581,13.88365816,18609,156627,11,41,4135,14,1686,1671,369,12,2,348,2221,516,181,4,4,6,6,15.38401222,5,0.037046924,0.0020948,1682,0.034952123
othje22,-18.50843529,13.88459638,18609,156627,11,41,4135,14,1686,1729,93,11,2,348,2221,516,270,4,4,6,6,11.33824253,4,0.095500112,-0.102561921,1730,0.198062032
othje23,-18.55969546,13.95060421,18642,156627,11,41,4135,14,1518,1519,1382,16,2,329,2065,516,204,4,4,6,6,0.691997826,1,0,0.011650708,1518,-0.011650708
otje11,-17.62273409,14.25281113,18608,155188,13,51,5152,40,1227,1236,327,15,0,372,2121,516,45,6,5,6,5,1.167438149,1,0.006990425,-0.004660283,1236,0.011650708
otje12,-17.67567186,14.25205255,18608,155188,13,51,5152,40,1210,1210,327,16,0,368,2093,516,11,6,5,6,5,0.19192566,1,0,0,1210,-0.023301415
otje13,-17.6627631,14.22814328,18672,155188,11,94,5152,40,1209,1210,5843,18,0,365,2083,516,63,6,5,6,5,0.606922209,1,-0.011650708,0.011650708,1210,-0.023301415
otje21,-17.80047077,14.27228676,18681,155188,13,51,5152,40,1208,1208,523,17,0,367,2086,516,135,6,5,6,5,0.271423876,1,0,0.011650708,1208,-0.011650708
otje22,-17.8120153,14.29344181,18681,155188,13,51,5152,40,1205,1207,65,14,0,368,2093,516,315,6,5,6,5,0.38385132,1,0,-0.011650708,1207,0.011650708
otje23,-17.77245156,14.27336105,18681,155188,13,51,5152,40,1210,1208,1382,17,0,367,2086,516,113,6,5,6,5,0.691997826,1,0,0.011650708,1208,-0.011650708
otjh11,-18.1759604,14.19266903,18681,155908,13,51,4888,40,1245,1246,92,14,0,347,2013,516,8,6,5,6,5,0.814271629,1,0,0,1246,0
otjh12,-18.14391524,14.12425285,18681,155908,13,51,4888,40,1275,1273,92,14,0,349,2050,516,90,6,5,6,6,0.542847753,1,0.023301415,-0.011650708,1273,0.034952123
otjh13,-18.15074008,14.10399008,18681,155908,13,51,4888,40,1286,1284,131,14,0,347,2043,516,135,6,5,6,6,0.691997826,1,0,0.011650708,1285,-0.011650708
otjh21,-18.07312968,14.16798277,18673,155908,5,51,4888,40,1264,1266,927,15,0,354,2059,516,101,6,5,6,5,2.853179932,2,0.004419234,0.016069941,1266,-0.011650708
otjh22,-18.05479433,14.2006046,18681,155908,13,51,4888,40,1243,1245,92,13,0,355,2043,516,67,6,5,6,5,0.767702639,1,0.017476061,-0.005825354,1245,0.023301415
otjh23,-18.06749304,14.18019132,18673,155908,5,51,4888,40,1286,1317,93,11,0,358,2082,516,269,6,5,6,5,18.99967003,5,-0.063383847,-0.075034559,1306,0.011650708
otjj11,-18.0734986,13.94182415,18601,155907,13,94,4228,14,1313,1288,92,13,1,344,2062,516,282,6,5,6,6,3.147814751,2,0.009761403,0.021412112,1289,-0.011650708
otjj12,-18.07604517,13.98184619,18681,155907,13,41,4228,14,1352,1355,92,14,0,348,2105,516,278,6,5,6,6,0.978632689,1,0.011650708,-0.011650708,1355,0.023301415
otjj13,-18.13417233,13.9670945,18601,155907,13,51,4228,14,1353,1355,65,13,0,345,2080,516,225,6,5,6,6,1.033551335,1,-0.011650708,0,1355,-0.011650708
otjj21,-18.19076097,13.95937772,18601,155907,13,41,4228,14,1398,1437,65,11,2,347,2119,516,33,6,4,6,6,9.598201752,3,0.054866273,-0.049990099,1436,0.104856372
otjj22,-18.17235648,14.00106906,18601,155908,13,94,4888,14,1351,1359,65,13,0,346,2078,516,54,6,5,6,6,1.213844419,1,0.009320566,-0.025631556,1359,0.034952123
otjj23,-18.14332255,13.95238639,18601,155907,13,41,4228,14,1363,1360,65,13,0,344,2082,516,288,6,5,6,6,1.357119322,1,-0.005825354,-0.005825354,1360,0
ouru11,-18.77722897,14.34734053,18673,156628,5,94,4709,40,1335,1390,65,11,3,329,1917,516,313,6,4,6,6,8.99597168,3,0.139808491,-0.244664863,1392,0.384473354
ouru12,-18.79753962,14.44877052,18681,156628,13,51,4709,40,1234,1229,64844,21,0,326,1863,516,90,6,4,6,6,1.085695505,1,-0.023301415,0.023301415,1230,-0.04660283
ouru13,-18.77925214,14.42196513,18681,156628,13,51,4709,40,1243,1245,92,14,0,325,1861,516,162,6,4,6,6,0.429158807,1,0.023301415,-0.011650708,1245,0.034952123
ouru21,-18.74672478,14.28129988,18673,156628,5,51,4709,14,1333,1329,92,11,1,324,1902,516,33,6,4,6,6,10.42776489,4,-0.014912906,0.054991338,1319,-0.069904245
ouru22,-18.70746846,14.36426493,18681,156628,13,51,4709,14,1250,1251,92,13,0,325,1873,516,76,6,4,6,6,1.213844419,1,0.01398085,0.002330142,1251,0.011650708
ouru23,-18.73208685,14.2994152,18681,156628,13,51,4709,14,1286,1283,92,13,0,321,1868,516,0,6,4,6,6,1.085695505,1,0,0,1283,0
OVI11,-18.02867285,13.99523761,18681,155907,13,41,4228,14,1336,1335,93,13,1,353,2113,516,255,6,5,6,6,2.319046497,2,0.010965372,-0.000685336,1335,0.011650708
Ovi12,-18.02026704,14.07397024,18681,155908,13,41,4888,40,1295,1296,92,14,0,354,2088,516,27,6,5,6,6,1.167438149,1,0.011650708,0,1295,0.011650708
OVI13,-18.06222715,14.04353794,18673,155908,5,41,4888,40,1343,1353,1242,15,1,356,2141,516,49,6,5,6,6,9.124041557,3,-0.113995031,0.037464172,1351,-0.151459202
OVI14,-18.00519213,14.07423759,18681,155908,13,41,4888,40,1293,1291,22617,20,0,354,2087,516,180,6,5,6,6,0.767702639,1,-0.011650708,0.011650708,1291,-0.023301415
OVI21,-18.19636168,14.04529131,18673,155908,5,41,4888,14,1330,1334,654,14,2,344,2057,516,329,6,5,6,6,7.573163509,3,-0.007935077,0.050318461,1339,-0.058253538
ovi22,-18.18470379,14.11021519,18681,155908,13,51,4888,14,1281,1282,92,14,0,345,2028,516,124,6,5,6,6,0.767702639,1,0,0,1282,0
OVI23,-18.19185538,14.06776215,18673,155908,5,41,4888,14,1317,1325,276,13,1,346,2058,516,29,6,5,6,6,3.400931358,2,0.004660283,0.01631099,1325,-0.011650708
ovi24,-18.18657091,14.15322343,18681,155908,13,51,4888,14,1262,1262,28435,21,0,345,2016,516,270,6,5,6,6,0.271423876,1,0,0,1261,-0.023301415
sam11,-17.996774,19.26427278,18606,155198,13,43,6229,40,1143,1144,185,16,0,543,2882,516,315,6,6,5,4,0.271423876,1,0,-0.011650708,1144,0.011650708
sam12,-17.99784573,19.24567753,18606,155198,13,43,6229,40,1141,1144,65,14,0,541,2870,516,45,6,6,6,5,0.791329741,1,-0.006990425,0.004660283,1143,-0.011650708
sam13,-17.95757642,19.2425402,18606,155198,13,43,6229,40,1135,1135,11057,19,0,541,2866,516,225,6,6,6,5,0.858317614,1,0.009320566,-0.002330142,1136,0.011650708
sam21,-18.02994095,19.48494426,18606,155918,13,43,6328,40,1139,1138,276,15,0,553,2939,516,236,6,5,5,4,1.357119322,1,-0.003584833,0.008065875,1139,-0.011650708
sam22,-18.04748359,19.45079756,18606,155918,13,43,6328,40,1145,1146,184,15,0,550,2925,516,180,6,5,5,4,0.814271629,1,0,0.011650708,1146,-0.011650708
sam23,-18.05079093,19.45128266,18606,155918,13,43,6328,40,1147,1147,9675,19,0,550,2928,516,90,6,5,5,4,0.959628284,1,-0.008738031,0.014563384,1146,-0.023301415
sham11,-18.15247876,20.95020012,18687,155921,13,43,6340,40,1083,1082,1382,17,0,586,3176,516,270,6,5,5,3,0.542847753,1,0,0.011650708,1082,-0.011650708
sham12,-18.11248185,20.97846052,18687,155921,13,43,6340,40,1084,1084,1751,16,0,590,3204,516,207,6,5,5,3,1.498987317,1,0,0.011650708,1085,-0.011650708
sham13,-18.13906465,20.98355799,18687,155921,13,43,6340,40,1085,1085,92,15,0,587,3186,516,270,6,5,5,3,0,1,0,0,1085,0
sham21,-18.14024212,20.81156234,18606,155921,13,43,6340,40,1086,1086,523,16,0,588,3181,516,315,6,6,5,4,0.38385132,1,0,0.011650708,1086,-0.011650708
sham23,-18.1761696,20.85236175,18606,155921,13,43,6340,40,1086,1086,553,16,0,585,3167,516,180,6,5,5,4,0.271423876,1,0,-0.011650708,1086,0.011650708
twah11,-17.95406671,16.71153764,18612,155193,13,41,6475,40,1126,1126,737,16,0,517,2664,516,256,6,5,6,5,0.959628284,1,0.002912677,0.002912677,1126,0
twah12,-17.96396078,16.70946888,18612,155193,13,41,6475,40,1126,1127,92,15,0,517,2653,516,0,6,5,6,5,0.271423876,1,0,0.011650708,1126,-0.011650708
twah13,-17.96319281,16.67774919,18612,155193,13,41,6475,40,1125,1126,65,15,0,513,2640,516,0,6,5,6,5,0,1,0,0,1126,0.04660283
twah21,-17.90427705,16.97139222,18612,155193,13,43,6475,40,1139,1140,276,15,0,537,2769,516,90,6,5,6,5,0.19192566,1,-0.002912677,-0.002912677,1140,0
twah22,-17.91887836,16.97328492,18612,155193,13,43,6475,40,1138,1138,1198,36,0,536,2756,516,225,6,5,6,5,0.19192566,1,0,0,1137,-0.023301415
twah23,-17.91416617,16.97262883,18612,155193,13,43,6475,40,1138,1137,92,15,0,537,2761,516,288,6,5,6,5,0.38385132,1,0.023301415,-0.011650708,1138,0.034952123
wang11,-17.73319968,16.80576532,18612,155193,13,43,6475,40,1139,1138,184,14,0,545,2800,516,31,6,5,6,5,0.429158807,1,0.023301415,-0.011650708,1139,0.034952123
wang12,-17.73811185,16.81019896,18612,155193,13,43,6475,40,1138,1138,461,15,0,543,2787,516,342,6,5,6,5,0.429158807,1,-0.023301415,0.011650708,1137,-0.034952123
wang13,-17.43947976,16.70764463,18612,154473,13,43,6457,40,1138,1140,93,36,0,571,2917,516,0,6,5,6,5,0,1,0,0,1140,0
wang21,-17.44379696,16.7319134,18612,154473,13,43,6457,40,1144,1145,92,15,0,571,2923,516,18,6,5,6,5,0.429158807,1,0,0.011650708,1144,-0.011650708
wang22,-17.45190999,16.72028994,18612,154473,13,43,6457,40,1143,1144,93,15,0,571,2923,516,270,6,5,6,5,0.542847753,1,0,-0.011650708,1144,0.011650708
wang23,-17.73231406,16.81599437,18612,155193,13,41,6475,40,1136,1137,588,16,0,544,2797,516,11,6,5,6,5,0.691997826,1,0,0,1137,0
